Chinese,Pinyin,English,Book,Lesson,Section
外界,wàijiè,(N) the outside world,4,12,2
悲慘,bēicǎn,"(Vs) miserable, tragic",4,12,2
日子,rìzi,"(N) days, life",4,12,2
如此,rúcǐ,"(Adv) such, so",4,12,2
巨大,jùdà,(Vs) enormous,4,12,2
無能,wúnéng,(Vs) incompetent,4,12,2
冷漠,lěngmò,(Vs) apathetic,4,12,2
學者,xuézhě,(N) scholars,4,12,2
階層,jiēcéng,(N) class hierarchy (in society),4,12,2
自然,zìrán,(Adv) naturally,4,12,2
阻止,zǔzhǐ,"(V) to prevent, block",4,12,2
遙遠,yáoyuǎn,(Vs) remote,4,12,2
無論,wúlùn,"(Conj) no matter, regardless",4,12,2
明明,míngmíng,"(Adv) clearly, obviously",4,12,2
骯髒,āngzāng,(Vs) dirty,4,12,2
顧,gù,(V) to care about,4,12,2
自身,zìshēn,(N) one's own,4,12,2
政客,zhèngkè,(N) politico,4,12,2
縱容,zòngróng,"(V) to condone, tolerate",4,12,2
使得,shǐde,"(Vst) to make, to cause",4,12,2
工廠,gōngchǎng,(N) factory,4,12,2
密集,mìjí,(Vs) crowded with high density of,4,12,2
遭受,zāoshòu,"(Vst) to suffer from, be subjected to",4,12,2
困苦,kùnkǔ,(Vs) distressed,4,12,2
老人年金,lǎorénniánjīn,annuity payment for senior citizens (provided by The National Pension Program in Taiwan),4,12,2
無家可歸,wújiā kěguī,"homeless, no home to go back to",4,12,2
以...為...,yǐ...wéi...,taking... as... (formal),4,12,2
漠不關心,mòbù guānxīn,indifferent,4,12,2
發言權,fāyán quán,"right to speak, (here) a voice (in politics, etc.)",4,12,2
影響力,yǐngxiǎng lì,influence,4,12,2
官商勾結,guānshāng gōujié,collusion between politicians and business people,4,12,2
貧富懸殊,pínfù xuánshū,a huge gap between the rich and the poor,4,12,2
息息相關,xíxí xiāngguān,inextricably related to,4,12,2
言論,yánlùn,"(N)speech, act of speaking",5,1,1
界線,jièxiàn,"(N)boundaries, demarcation",5,1,1
臉書,liǎnshū,(N) Facebook,5,1,1
則,zé,"(M) measure for short, usually formal writings",5,1,1
留言,liúyán,"(N) posted messages, comments",5,1,1
停止,tíngzhǐ,"(Vp) to call off, to cease",5,1,1
決策,juécè,(N) policy,5,1,1
無罪,wúzuì,(Vs) not guilty,5,1,1
遭,zāo,(Ptc) agent marker in an adversative passive sentence,5,1,1
慘,cǎn,(Vs) devastated,5,1,1
反應,fǎnyìng,(N/V) reaction; to respond,5,1,1
發表,fābiǎo,"(V) issue, publish (articles, news story), deliver (speeches)",5,1,1
司法,sīfǎ,(N) judicial,5,1,1
判決,pànjué,"(N) judgement, sentencing (judicial)",5,1,1
無能,wúnéng,"(Vs) to be incompetent, inept, weak",5,1,1
幸運,xìngyùn,"(Vs) lucky, fortunate",5,1,1
顧名思義,gùmíng sīyì,(Id) as the name suggests/implies,5,1,1
接收,jiēshōu,(V) to receive,5,1,1
來源,láiyuán,(N) source,5,1,1
處罰,chǔfá,(V) to punish,5,1,1
包容,bāoróng,(Vst) tolerant,5,1,1
不論,búlùn,(Conj) regardless of whether,5,1,1
展現,zhǎnxiàn,"(V) to reveal, show",5,1,1
胡作非為,húzuò fēiwéi,"(Id) run amok, engage in lawless activities",5,1,1
一旦,yídàn,"(Conj) once, as soon as",5,1,1
工具,gōngjù,"(N) tool, instrument",5,1,1
洗腦,xǐnǎo,(Vi) to brainwash,5,1,1
權益,quányì,(N) rights and interests,5,1,1
盲點,mángdiǎn,(N) blind spot,5,1,1
立場,lìchǎng,"(N) standpoint, perspective",5,1,1
平衡,pínghéng,(N) balance,5,1,1
辯護,biànhù,(Vi) to defend (legally),5,1,1
無理取鬧,wúlǐ qǔnào,"(Id) act up, have tantrums, talk nonsense and cause trouble",5,1,1
指正,zhǐzhèng,"(V) to point out mistakes, correct",5,1,1
一來一往,yìlái yìwǎng,(Id) amidst exchanges (of opinions),5,1,1
真理,zhēnlǐ,(N) the truth,5,1,1
越辯越明,yuèbiàn yuèmíng,"(Id) the more s/t is debated, the clearer it becomes",5,1,1
共識,gòngshì,(N) consensus,5,1,1
亂象,luànxiàng,"(N) chaos, madness, disorder",5,1,1
攻擊,gōngjí,(V) to attack,5,1,1
自殺,zìshā,(Vp) to commit suicide,5,1,1
過於,guòyú,"(Adv) too, overly",5,1,1
事實上,shìshí shàng,"(Ph) actually, in actual fact",5,1,1
仇恨,chóuhèn,"(N) hatred, enmity, hostility",5,1,1
不實,bùshí,"(Vs-attr) untrue, false",5,1,1
謠言,yáoyán,(N) rumor,5,1,1
霸凌,bàlíng,(N/V) bully; to bully,5,1,1
負責,fùzé,(Vs) to take responsibility for,5,1,1
誤解,wùjiě,"(V) to misunderstand, misconstrue",5,1,1
意義,yìyì,"(N) meaning, significance",5,1,1
因此,yīncǐ,"(Adv) because of this, for this reason",5,1,1
否定,fǒudìng,(V) to negate,5,1,1
價值,jiàzhí,(N) value,5,1,1
封住,fēngzhù,"(V) to seal, block",5,1,1
嘴,zuǐ,"(N) mouth, opinion",5,1,1
混亂,hùnluàn,"(Vs) tumultuous, chaotic",5,1,1
唯一,wéiyī,"(Vs-attr) one and only, sole",5,1,1
濫用,lànyòng,(V) to abuse,5,1,2
並非,bìngfēi,(Adv) it is not as expected,5,1,2
不用,búyòng,(Vaux) (there is) no need to,5,1,2
抓,zhuā,(V) to arrest,5,1,2
關,guān,"(V) to lock up, imprison",5,1,2
名嘴,míngzuǐ,"(N) TV presenters, talk show hosts or guests, talking heads",5,1,2
根據,gēnjù,"(N) basis, foundation",5,1,2
隨意,suíyì,"(Adv) arbitrarily, as one pleases",5,1,2
鄉民,xiāngmín,"(N) netizens, general public",5,1,2
匿名,nìmíng,"(Vi) to be anonymous, anonymously",5,1,2
正義,zhèngyì,(N) justice,5,1,2
惡意,èyì,"(Adv/N) maliciously, viciously, ill intention",5,1,2
情緒,qíngxù,"(N) emotions, feelings",5,1,2
成,chéng,(Vpt) to become,5,1,2
護身符,hùshēnfú,"(N) amulet, charm, protective talisman",5,1,2
傳播,chuánbò,"(V) to disseminate, spread",5,1,2
驚人,jīngrén,"(Vs) shocking, alarming, awing",5,1,2
股,gǔ,"(M) measure for wind, trending or power",5,1,2
有心,yǒuxīn,(Vs) intentional,5,1,2
無意,wúyì,"(Vs) unintentional, inadvertent",5,1,2
威脅,wēixié,"(N/V) threat, to threaten",5,1,2
諷刺,fèngcì,"(V) to mock, to be sarcastic",5,1,2
得,dé,"(Vpt) to come down with, be stricken with, get",5,1,2
憂鬱症,yōuyùzhèng,(N) depression,5,1,2
則,zé,(Adv) to express contrast with previous sentence,5,1,2
閉嘴,bìzuǐ,"(V-sep) to shut one's mouth, keep one's mouth shut",5,1,2
回應,huíyìng,"(V/N) to respond, response",5,1,2
傷害,shānghài,"(V/N) to harm, damage; damage",5,1,2
破壞,pòhuài,"(V) to damage, cause damage to",5,1,2
管,guǎn,"(V) to mind, watch (one's behavior, etc.)",5,1,2
聰明,cōngmíng,"(Vs) smart, intelligent",5,1,2
標題,biāotí,(N) headline,5,1,2
懷疑,huáiyí,(Vst) suspect,5,1,2
模糊,móhú,"(Vs) ambiguous, vague",5,1,2
擅長,shàncháng,"(Vst) be good at, excel at",5,1,2
灰色,huīsè,(N) gray,5,1,2
地帶,dìdài,"(N) zone, area",5,1,2
法院,fǎyuàn,(N) court,5,1,2
確定,quèdìng,"(V) to determine, ascertain",5,1,2
個人,gèrén,(N) the individual,5,1,2
承擔,chéngdān,(V) to take up (responsibility),5,1,2
和諧,héxié,(Vs) harmonious,5,1,2
制定,zhìdìng,"(V) to formulate, devise (laws)",5,1,2
嚴格,yángé,"(Vs) strict, severe",5,1,2
約束,yuēshù,"(V) to restrict, constrain",5,1,2
基改,jīgǎi,"(N) 基 = 基因 , 改 = 改造 (see Book 3)",5,2,1
農糧,nóngliáng,"(N) 農 = 農作物 , crop; 糧 = 糧食 ,food",5,2,1
廣播節目,guǎngbò jiémù,(Ph) broadcast program,5,2,1
主持人,zhǔchírén,"(N) host, MC",5,2,1
聽眾,tīngzhòng,"(N) listening audience, listeners",5,2,1
播,bò,(V) to broadcast,5,2,1
蟲子,chóngzi,"(N) insect, bug",5,2,1
隔壁,gébì,(N) next door,5,2,1
回答,huídá,(V) to answer,5,2,1
死,sǐ,(Vp) to die,5,2,1
話題,huàtí,(N) topic,5,2,1
危害,wéihài,"(V) to harm, be detrimental to, endanger",5,2,1
贊成,zànchéng,"(Vst) to approve, in favor",5,2,1
各式各樣,gèshì gèyàng,"(Id) all types of, various kinds of",5,2,1
只不過,zhǐbúguò,"(Ph) only, no more than",5,2,1
種子,zhǒngzǐ,(N) seed,5,2,1
比如說,bǐrú shuō,(Ph) for example,5,2,1
維他命,wéitāmìng,(N) vitamin,5,2,1
蔬果,shūguǒ,(N) fruits and vegetables,5,2,1
抗癌,kàng'ái,(Vs) anti-cancerous,5,2,1
過敏,guòmǐn,(Vs) allergic,5,2,1
花生,huāshēng,(N) peanut,5,2,1
科學家,kēxuéjiā,(N) scientist,5,2,1
豐富,fēngfù,(Vs) rich (abundant in something),5,2,1
享用,xiǎngyòng,"(V) to enjoy the use of, enjoy (a meal)",5,2,1
達到,dádào,"(Vpt) to reach, obtain",5,2,1
預防,yùfáng,"(Vst) to prevent, guard against",5,2,1
疾病,jíbìng,"(N) illness, sickness",5,2,1
效果,xiàoguǒ,"(N) effect, results",5,2,1
好幾種,hǎojǐ zhǒng,"(Ph) a number of, quite a few kinds of",5,2,1
警告,jǐnggào,"(V/N) to warn, warning",5,2,1
突破,túpò,"(Vpt) to make a breakthrough, top, break (a record, number)",5,2,1
糧食,liángshí,"(N) food, foodstuff",5,2,1
早晚,zǎowǎn,(Adv) sooner or later,5,2,1
不僅,bùjǐn,(Adv) not only,5,2,1
農作物,nóngzuòwù,"(N) crop, produce",5,2,1
抵抗力,dǐkàng lì,"(N) resistance, immunity",5,2,1
蟲害,chónghài,(N) damage by pests,5,2,1
產量,chǎnliàng,"(N) output, yield, production",5,2,1
飢荒,jīhuāng,(N) famine,5,2,1
含有,hányǒu,"(Vst) to contain, have",5,2,1
大豆,dàdòu,"(N) soybean, soya",5,2,1
玉米,yùmǐ,(N) corn,5,2,1
密不可分,mìbù kěfēn,"(Id) inseparable, integrated with",5,2,1
生產,shēngchǎn,"(V) to produce, manufacture",5,2,1
缺少,quēshǎo,(Vst) to be in shortage of,5,2,1
依賴,yīlào,"(Vst) to rely on, depend on",5,2,1
進口,jìnkǒu,(V) to import,5,2,1
危機,wéijī,(N) crisis,5,2,1
生物科技,shēngwù kējì,(Ph) bio-tech,5,2,1
機構,jīgòu,"(N) organization, depts. of gov't",5,2,1
證據,zhèngjù,"(N) proof, evidence",5,2,1
證明,zhèngmíng,(V/N) to prove; proof,5,2,1
人體,réntǐ,(N) the human body,5,2,1
結論,jiélùn,(N) conclusion,5,2,1
生長,shēngzhǎng,(Vi) to grow,5,2,1
除草劑,chúcǎojì,"(N) weed killer, herbicide",5,2,1
物質,wùzhí,"(N) matter, substance",5,2,1
怪物,guàiwù,(N) monster,5,2,1
原料,yuánliào,(N) raw materials,5,2,1
包裝,bāozhuāng,(N) packaging,5,2,1
標示,biāoshì,(V/N) to label; mark,5,2,1
一切,yíqiè,(Det) all,5,2,1
昆蟲,kūnchóng,(N) insect,5,2,2
不孕,búyùn,"(Vs) to be infertile, barren",5,2,2
罹患,líhuàn,"(Vpt) to come down with, be stricken with, suffer from",5,2,2
癌症,áizhèng,(N) cancer,5,2,2
蘋果,píngguǒ,(N) apple,5,2,2
鮭魚,guīyú,(N) salmon,5,2,2
不知不覺,bùzhī bùjué,"(Id) without even realizing it, before you even know it, without one even noticing",5,2,2
辨別,biànbié,"(V) to distinguish, tell apart",5,2,2
安心,ānxīn,"(Vs) to have peace of mind, set one's mind at rest",5,2,2
雜誌,zázhì,"(N) magazine, journal",5,2,2
編輯,biānjí,(V) to edit,5,2,2
後果,hòuguǒ,"(N) consequence, result",5,2,2
雜草,zácǎo,(N) weed,5,2,2
某,mǒu,"(Det) certain, some",5,2,2
專利,zhuānlì,(N) patent,5,2,2
農民,nóngmín,(N) farmer,5,2,2
收購,shōugòu,"(V) acquire, buy out",5,2,2
居高不下,jūgāo búxià,"(Id) remain high, won't come down",5,2,2
絕對,juéduì,"(Adv) absolutely, in no way",5,2,2
符合,fúhé,"(Vst) to meet with, conform with",5,2,2
非,fēi,(Vst) not (classical Chinese),5,2,2
事實,shìshí,"(N) fact, truth",5,2,2
種植,zhòngzhí,"(V) to plant, cultivate",5,2,2
總用量,zǒng yòngliàng,(Ph) total dosage,5,2,2
公斤,gōngjīn,(N) kilogram,5,2,2
即便,jíbiàn,"(Conj) even if, despite",5,2,2
兼,jiān,"(Adv) concurrently, simultaneously",5,2,2
欺騙,qīpiàn,"(V) to deceive, scam, cheat",5,2,2
國人,guórén,(N) (our) fellow countrymen,5,2,2
立法,lìfǎ,(V-sep) to make a law,5,2,2
以,yǐ,"(Adv) so as to, such that",5,2,2
維護,wéihù,"(V) to safeguard, protect",5,2,2
神奇,shénqí,"(Vs) magical, miraculous",5,2,2
手段,shǒuduàn,"(N) means, measure",5,2,2
付出,fùchū,(V) to pay (a heavy price for),5,2,2
代價,dàijià,(N) (to pay a heavy) price,5,2,2
掌握,zhǎngwò,"(V) to hold, grasp, control",5,2,2
風氣,fēngqì,"(N)ethos, mood (said of society, a nation etc.)",5,3,1
開放,kāifàng,"(N)(nominalized from its verb from) to open up to the outside world; liberal, non-conservative",5,3,1
意外,yìwài,(N) accident,5,3,1
存在,cúnzài,(Vs) to exist,5,3,1
內在,nèizài,(N) internal quality,5,3,1
特質,tèzhí,"(N) characteristic, quality",5,3,1
勝,shèng,"(Vst) be superior to, to win (classical Chinese)",5,3,1
醜,chǒu,(Vs) ugly,5,3,1
顏值,yánzhí,(N) “face value” (play on words),5,3,1
他人,tārén,"(N) other people, others",5,3,1
不盡然,bújìnrán,(Vs) not necessarily so,5,3,1
要求,yāoqiú,"(V) to request, demand",5,3,1
整出,zhěngchū,(V) to produce (through plastic surgery),5,3,1
鼻子,bízi,(N) nose,5,3,1
皮膚,pífū,(N) skin,5,3,1
細,xì,"(Vs) thin, slender",5,3,1
腰,yāo,"(N) waist, small of the back",5,3,1
豐胸,fēngxiōng,(N) large breasts,5,3,1
高挺,gāotǐng,(Vs) to be high-bridged (said of noses),5,3,1
水汪汪,shuǐwāngwāng,(Vs) to be “doe-eyed”,5,3,1
參賽,cānsài,(Vi) to take part in a competition,5,3,1
眼光,yǎnguāng,"(N) judgment, how others look at you",5,3,1
矛盾,máodùn,(Vs) contradictory,5,3,1
外貌,wàimào,"(N) looks, appearance, exterior",5,3,1
美滿,měimǎn,"(Vs) happy, fulfilled (said of families, lives, marriages, etc.)",5,3,1
職涯,zhíyá,(N) career,5,3,1
以貌取人,yǐmào qǔrén,(Id) judge a book by its cover; judge by appearance (said of people),5,3,1
不計一切,bújì yíqiè,(Id) do whatever it takes,5,3,1
英俊,yīngjùn,(Vs) handsome,5,3,1
獲得,huòdé,"(Vpt) to obtain, attain",5,3,1
青睞,qīnglài,(N) special attention and favor,5,3,1
對象,duìxiàng,"(N) significant other, boyfriend/girlfriend, object of love",5,3,1
智力,zhìlì,(N) intelligence,5,3,1
同樣,tóngyàng,(Vs) in the same way; similar,5,3,1
團隊,tuánduì,(N) team,5,3,1
金錢,jīnqián,(N) money,5,3,1
投資,tóuzī,(V/N) to invest; investment,5,3,1
行為,xíngwéi,(N) behavior,5,3,1
儘管,jǐnguǎn,"(Conj) even though, although",5,3,1
日漸,rìjiàn,"(Adv) with each day, with each passing day, gradually",5,3,1
失敗,shībài,(Vp) to fail,5,3,1
胸部,xiōngbù,"(N) breast, chest",5,3,1
大小不一,dàxiǎo bùyī,"(Id) in different sizes, of various sizes",5,3,1
變形,biànxíng,(Vp) to be deformed,5,3,1
失血,shīxiě,(Vp-sep) to lose blood,5,3,1
過,guò,(Adv) excessively,5,3,1
飽受,bǎoshòu,(Vpt) to suffer greatly from,5,3,1
後遺症,hòuyízhèng,"(N) after-effects, sequela",5,3,1
副作用,fùzuòyòng,(N) side-effects,5,3,1
多麼,duōme,(Adv) how,5,3,1
冒險,màoxiǎn,"(V-sep) to risk, take risk, adventure",5,3,1
如今,rújīn,"(Adv) nowadays, today",5,3,1
捷徑,jiéjìng,(N) shortcut,5,3,1
進而,jìn'ér,(Adv) furthermore,5,3,1
謹慎,jǐnshèn,"(Vs) careful, cautious",5,3,1
看待,kàndài,(V) to regard,5,3,1
吹,chuī,(V) to blow (used in the text to mean a trend h as been “circulating” or “stirring”),5,3,2
旅遊,lǚyóu,"(N) tour, trip",5,3,2
極具,jíjù,(Vst) to strongly possess (classical Chinese),5,3,2
潛力,qiánlì,(N) potential,5,3,2
理由,lǐyóu,(N) reason,5,3,2
天性,tiānxìng,"(N) nature, instinct",5,3,2
列入,lièrù,"(V) to include, take into",5,3,2
考量,kǎoliáng,(N) consideration,5,3,2
公關,gōngguān,(N) public relations,5,3,2
時尚,shíshàng,"(N) fashion, trend",5,3,2
產業,chǎnyè,(N) industry,5,3,2
眼皮,yǎnpí,(N) eyelid,5,3,2
精神奕奕,jīngshén yìyì,(Id) full of vigor/life/vitality,5,3,2
違反,wéifǎn,"(V) to violate, go against",5,3,2
假,jiǎ,"(Vs) false, fake, bogus",5,3,2
造假,zàojiǎ,"(Vi) to cheat, deceive",5,3,2
標籤,biāoqiān,(N) label,5,3,2
優勢,yōushì,(N) advantage,5,3,2
理解,lǐjiě,(Vst) to understand,5,3,2
生來,shēnglái,(Ph) from birth (= 出生以來 ),5,3,2
差異,chāyì,(N) difference,5,3,2
天生,tiānshēng,(Adv) inherently,5,3,2
後天,hòutiān,(N) in later stages of development,5,3,2
長相,zhǎngxiàng,"(N) appearance, looks",5,3,2
平平,píngpíng,"(Vs) plain, average, mediocre",5,3,2
醫學,yīxué,(N) medical science,5,3,2
縮小,suōxiǎo,"(V) to shrink, shorten",5,3,2
差距,chājù,"(N) gap, distance between",5,3,2
無疑,wúyí,(Adv) undoubtedly,5,3,2
器材,qìcái,(N) equipment,5,3,2
藥品,yàopǐn,"(N) drug, medicine",5,3,2
大幅,dàfú,"(Adv) substantially, sharply",5,3,2
事先,shìxiān,"(Adv) beforehand, in advance",5,3,2
評估,pínggū,"(V) to evaluate, assess",5,3,2
患者,huànzhě,(N) patient,5,3,2
動機,dòngjī,(N) motivation,5,3,2
狀態,zhuàngtài,"(N) state, situation",5,3,2
執行,zhíxíng,"(V) to carry out, execute",5,3,2
身體髮膚受之父母,"shēntǐ fǎfū, shòuzhī fùmǔ","(Id) your body, from your hair to your skin, is a gift from your parents (suggests that you have a responsibility to cherish and care for it)",5,3,2
剪,jiǎn,(V) to cut (with scissors),5,3,2
理會,lǐhuì,(V) to pay attention to,5,3,2
有何不可,yǒuhé bùkě,(Id) What's wrong with that? and why not? what's the harm in that?,5,3,2
刪減,shānjiǎn,"(V) to cut, cut back on (as in funds, personnel, etc.)",5,4,1
鬥牛,dòuniú,(N) bullfighting,5,4,1
街頭,jiētóu,(N) the streets (used in phrases like “take to the streets”),5,4,1
舉,jǔ,"(V) to raise, hold up",5,4,1
示威,shìwēi,"(Vi) to demonstrate, rally",5,4,1
主張,zhǔzhāng,(V/N) to advocate a view or a standard,5,4,1
保存,bǎocún,(V) to preserve,5,4,1
廢止,fèizhǐ,(V) to abolish,5,4,1
引發,yǐnfā,"(Vst) to set off, trigger",5,4,1
正反,zhèngfǎn,"(N) protesters and supporters, pros and cons",5,4,1
兩方,liǎngfāng,"(N) both parties, the two sides",5,4,1
激烈,jīliè,"(Vs) to be intense, fierce",5,4,1
具有,jùyǒu,"(Vst) to have, possess",5,4,1
祭品,jìpǐn,"(N) offering to god(s), sacrificial items",5,4,1
全民,quánmín,(N) all the people,5,4,1
座,zuò,"(M) measure for large objects like mountains, ca stles, gigantic temples on hilltops",5,4,1
鬥牛場,dòuniú chǎng,(N) bullfighting ring,5,4,1
馬德里,Mǎdélǐ,(N) Madrid,5,4,1
至今,zhìjīn,"(Adv) to this day, heretofore",5,4,1
鬥牛士,dòuniú shì,(N) bullfighter,5,4,1
華麗,huálì,"(Vs) magnificent, resplendent",5,4,1
服飾,fúshì,"(N) clothing and accessories, apparel, costume",5,4,1
一面,yímiàn,"(Adv) on the one hand, on the other; (do A), while (doing B)",5,4,1
披風,pīfēng,(N) cape,5,4,1
激怒,jīnù,"(V) to infuriate, excite",5,4,1
公牛,gōngniú,(N) bull,5,4,1
優雅,yōuyǎ,"(Vs) graceful, elegant",5,4,1
姿勢,zīshì,"(N) posture, position, poses",5,4,1
結合,jiéhé,"(N/V) union, blend; to combine, unite, blend",5,4,1
過人,guòrén,(Vs) insurpassable,5,4,1
熟練,shóuliàn,"(Vs) adept, skillful, proficient",5,4,1
崇拜,chóngbài,"(Vst) to worship, adore",5,4,1
旺季,wàngjì,(N) peak season,5,4,1
遊客,yóukè,"(N) visitor, tourist",5,4,1
前往,qiánwǎng,"(V) to go to, head to",5,4,1
觀賞,guānshǎng,"(V) to view, enjoy the view of",5,4,1
奔牛節,Bēnniújié,(N) The Running of the Bulls (in Pamplona),5,4,1
重頭戲,zhòngtóuxì,(N) the main event,5,4,1
狂奔,kuángbēn,"(Vi) to run madly, run like crazy",5,4,1
歐元,Ōuyuán,(N) Euro,5,4,1
必要,bìyào,(N) need,5,4,1
獨特,dútè,(Vs) unique,5,4,1
魅力,mèilì,(N) charisma,5,4,1
戲劇,xìjù,"(N) drama, play",5,4,1
無數,wúshù,(Vs-attr) countless,5,4,1
靈感,línggǎn,(N) inspiration,5,4,1
諾貝爾,Nuòbèi'ěr,(N) Nobel,5,4,1
得主,dézhǔ,(N) winner,5,4,1
作家,zuòjiā,"(N) writer, author",5,4,1
海明威,Hǎimíngwēi,(N) Ernest Hemmingway,5,4,1
觀看,guānkàn,(V) to watch,5,4,1
小說,xiǎoshuō,(N) novel,5,4,1
舉世聞名,jǔshì wénmíng,(Id) world-famous,5,4,1
推廣,tuīguǎng,(V) to promote,5,4,1
遺產,yíchǎn,(N) heritage,5,4,1
由來已久,yóulái yǐjiǔ,(Id) age-old,5,4,1
過時,guòshí,"(Vs) passé, obsolete",5,4,2
不利,búlì,"(Vs) disadvantageous to, detrimental to",5,4,2
刺,cì,"(V) to stab, gore",5,4,2
觀眾,guānzhòng,(N) viewing audience,5,4,2
轉播,zhuǎnbò,"(V/N) to rebroadcast, transmission, relay",5,4,2
幕,mù,(M) measure for scenes,5,4,2
血淋淋,xiělínlín,"(Vs) bloody, gory",5,4,2
畫面,huàmiàn,"(N) scene, graphics",5,4,2
頭,tóu,"(M) measure for cattle (i.e., a head of cattle)",5,4,2
死亡,sǐwáng,(Vp) to die,5,4,2
折磨,zhémó,(N/V) torment; to torture,5,4,2
賠上,péishàng,(V) to pay as compensation,5,4,2
俗話,súhuà,(N) saying,5,4,2
道理,dàolǐ,"(N) principle, truth, reason",5,4,2
自私,zìsī,(Vs) selfish,5,4,2
虐待,nüèdài,"(V) to abuse, maltreat",5,4,2
開設,kāishè,"(V) to start, open up (a course)",5,4,2
課程,kèchéng,(N) course,5,4,2
教導,jiàodǎo,(V/N) to teach; instruction,5,4,2
享有,xiǎngyǒu,(Vst) to enjoy (a privilege),5,4,2
不人道,bùréndào,(Vs) inhumane,5,4,2
無辜,wúgū,(Vs) innocent,5,4,2
寶貴,bǎoguì,(Vs) precious,5,4,2
提升,tíshēng,"(V) to elevate, raise (as in awareness)",5,4,2
社群,shèqún,"(N) social group, community (as in social net work, social media)",5,4,2
殘忍,cánrěn,(Vs) to be cruel,5,4,2
刊登,kāndēng,"(V) (for a media) to carry (a photo, article), p ublish",5,4,2
高喊,gāohǎn,"(V) to shout, scream, cry out",5,4,2
顯示,xiǎnshì,"(V) to show, reveal",5,4,2
高達,gāodá,(Vst) as high as,5,4,2
僅,jǐn,(Adv) only,5,4,2
無須,wúxū,(Vaux) need not,5,4,2
巴塞隆納,Bāsàilóngnà,(N) Barcelona,5,4,2
宣布,xuānbù,(V) to announce,5,4,2
娛樂,yúlè,"(N) recreation, amusement, entertainment",5,4,2
入場,rùchǎng,(Vi) to enter (a venue),5,4,2
澈底,chèdǐ,"(Adv) completely, thoroughly",5,4,2
代理孕母,dàilǐ yùnmǔ,(Ph) surrogate mother,5,5,1
案例,ànlì,"(N) case, instance",5,5,1
名,míng,(M) measure for people (formal),5,5,1
同志,tóngzhì,"(N) homosexual, gay",5,5,1
心願,xīnyuàn,"(N) wish, heart's desire",5,5,1
自願,zìyuàn,"(Vaux) to volunteer, out of one's own wish",5,5,1
委託,wěituō,"(V/N) to commission, to charge with; commis sion",5,5,1
缺陷,quēxiàn,"(N) defect, imperfection",5,5,1
懷孕,huáiyùn,(Vp-sep) to be pregnant,5,5,1
毛遂自薦,máosuì zìjiàn,"(Id) volunteer one's services, recommend ones elf",5,5,1
日新月異,rìxīn yuèyì,(Id) to advance with each passing day,5,5,1
倫理,lúnlǐ,(N) ethics,5,5,1
整合,zhěnghé,(V) to integrate,5,5,1
合法化,héfǎhuà,(Vp) to legalize,5,5,1
需求,xūqiú,"(N) demand, need, requirements",5,5,1
一線希望,yíxiàn xīwàng,"(Id) a ray of hope, minimal possibility",5,5,1
惡夢,è'mèng,(N) nightmare,5,5,1
看似,kànsì,"(Vst) seemingly, look like, seem",5,5,1
費盡,fèijìn,"(V) to take great pains to, exert great effort to",5,5,1
千辛萬苦,qiānxīn wànkǔ,"(Id) untold hardships, innumerable trials and tr ibulations",5,5,1
因素,yīnsù,"(N) factor, element",5,5,1
皆,jiē,(Adv) all (same as 都 but forma l),5,5,1
承受,chéngshòu,"(V) to bear, withstand, put up with",5,5,1
不得已,bùdéyǐ,"(Vs) to have no choice but to, to be forced to, have to",5,5,1
代孕,dàiyùn,(Vi) to surrogate to perform surrogacy,5,5,1
婚外情,hūnwàiqíng,(N) extramarital affair,5,5,1
破碎,pòsuì,"(Vs) to break, shatter",5,5,1
悲劇,bēijù,(N) tragedy,5,5,1
雙方,shuāngfāng,(N) both parties,5,5,1
渴望,kěwàng,"(N/Vst) longing, yearning; to long for, yearn f or",5,5,1
供需,gōngxū,(N) supply and demand,5,5,1
利人利己,lìrén lìjǐ,(Id) benefit both oneself and others,5,5,1
雙贏,shuāngyíng,(Vi) win-win,5,5,1
反觀,fǎnguān,"(V) looking back on, contrasting this with, wh en we reflect on",5,5,1
連續,liánxù,"(Adv) continuously, in a row, successively",5,5,1
排名,páimíng,(Vst) to rank,5,5,1
倒數,dàoshǔ,"(Vs-attr) counting backward, from the end, fro m the bottom of the list (in English, 倒數第二名 can be translated “second worst/lowest/least”)",5,5,1
始終,shǐzhōng,"(Adv) all the while, all along, invariably",5,5,1
忽視,hūshì,"(V) to ignore, neglect, overlook",5,5,1
夫妻,fūqī,"(N) husband and wife, married couple",5,5,1
協助,xiézhù,(V) to assist,5,5,1
長輩,zhǎngbèi,"(N) elder, one's superior",5,5,1
忍受,rěnshòu,"(Vst) to endure, suffer",5,5,1
如願,rúyuàn,"(Vs-sep) as one hopes, as one wishes",5,5,1
自主權,zìzhǔquán,"(N) right to make one's own decisions, autonomy",5,5,1
固然,gùrán,"(Adv)granted, certainly, while it is definitely tr ue that",5,5,2
交易,jiāoyì,"(Vi)to trade, transact, carry out a transaction",5,5,2
屬,shǔ,"(Vst)to belong to, be part of (a category)",5,5,2
族群,zúqún,"(N) group of people (e.g., ethnic group, disadv antaged group)",5,5,2
等於,děngyú,"(Vst) tantamount to, equal to",5,5,2
階級,jiējí,(N) class (in society),5,5,2
間接,jiànjiē,(Adv) indirectly,5,5,2
錯誤,cuòwù,(N) mistake,5,5,2
性別,xìngbié,"(N) sex, gender",5,5,2
